clean_review,Star
melting ice cream,1
ordered food items did not order right time self order kiosks getting used don't option pay cash cashier food good,3
staff tired waiting transient people congregate areq hear impolite bantering staff customers chill i've come,3
no respect prices example breakfast promotion 2 sauce mcmuffin 4 50 want pay 8 45,1
cannot comprehend mcdonald's employees posted drive lanes taking orders view menus just frustrates delays customers no reason trying like chick fil you're facilities not built serve operating model nor employees trained work way efficiently mcdonald's used place dash fast meal it's faster dine inside restaurant point food standard reason gave,2
unfortunately works lankershim riverside location unprofessional,1
good,4
worst experience location went drive ordered 2 hamburgers small fry paid pulled food given wrong order let associate know wasn't correct pull wait window correct food sat waited time just ticking 15 minutes patiently waiting wanted food no came knocked glass no response 10th car received food window car walk window late inside closed asked food said making asked refund given slip refund total 28 minutes paying went day speak manager let know happened receipt time refund receipt time 28 minutes later said oh i'm sorry they're new terrible customer service uncaring management,1
thanks fish specials lenten season,5
right place right time wonderful drive experience right choice given inside busy orlando food fresh exactly needed going tampa!,5
1 09 soda size!,5
super good,5
fast excellent,5
friendly,3
clean remodel looks fantastic staff friendly enjoyable lunch today,5
today not bad experience friendly fresh food fairly clean lobby actually enjoyed mcdonald's morning,4
excellent,5
excellent,5
good,4
stay away place don't expect stellar service mcdonald's service absolutely terrible people work attitude not wanting,1
excellent,5
extremely busy friday night everybody busting butt working hard needs acknowledged earned stars great job,5
really busy late night staff numbered pulled did great job proud sammie yummy,5
fast good,5
expect,5
not typical mcdonalds middle city mcdonalds dirty bathrooms locked dirty service slow order not right cheapest food block,3
really slow service wait 15 minutes order,2
dollar eat,5
fresh food forever staff better new management good bad location good place eat!,4
rushed ordering mess order twice area vacation,3
it's mcdonald's want?,4
it's fairly crowded got iced macchiato apple pie staff friendly attentive short interaction,5
went order drive not sure person training technical difficulties person taking order not understand hear repeating times m guessing manager took nastiest attitude speakerphone clear order m guessing workplace ve stressful taken order way did s mcdonald,2
neutral,3
excellent,5
wait time 2am drive ridiculous,2
excellent,5
excellent,5
dollar menu chicken burgers normal tasty,5
food great,4
scandalous came location closing employees went running cones drive make close 11 00 pm hour close,1
quick service clean store can't dine order inside,5
manager duty rude husband went today pick missing item order previous night forgot instead going correct mistake guarantee excellent customer service proceed interrogate husband rudely today's world options eat think people best foot forward make sure customers good experience never spend hard earned money location,1
best tenders spicy barbecue sauce!,4
dont,1
excellent,5
good,4
drive mcdonald's busy time i've gone it's honestly worth driving little extra location hurry i've stuck drive line 15 minutes occasions just ordering single cheeseburger granted compared that's mcdonalds aside interior pretty clean i've went inside breakfast weekends prepared wait apple pay android pay! time used person counter actually knew places tell don't just don't know big plus drive 24 hours,2
dirty bathrooms closed standard md food,2
neutral,3
excellent,5
deserves no stars ! place far worst! drive threw lady 12 6 17 absolutely rude! came breakfast 10 45 continusly kept asking it? asked minute menu second asked order! sausage burritos no sausage orange juice cups filled half way hash browns cold ! far worst service ever! management needs work employees attitudes !,1
it's open 24hrs,3
neutral,3
it's mcdonald's know offer,4
barely line park spaces way small waited 22 minutes coffee's!,1
neutral,3
nice,5
excellent,5
food sucks makes want throw happened old mcdonald's?,1
lousy attention,1
excellent,5
disapointed,1
didn't enjoy visit mcdonald location ice tea warm fries burger cold rubbery thing enjoyed cappuccino not visiting mcdonald's wasn't busy not hot fresh food prepared,1
simply best ones mcd,5
salad quite nice place clean service quite fast despite,4
pretty decent mcdonald's,4
good,4
overall looks like it's falling apart ice cream machine broken half time mcflurry machine couldn't mix oreos roof leaking,2
24 hours plus,3
good service,5
cheapest place eat pier literally budget mikey ds serves finest problem dont dollar menu anymore place packed lunch hours,4
it's mc donalds,3
amazing service super friendly fast food prepared,5
service excellent food comes cold,5
family enjoys going mcdonald's,5
practically says open 24 7 just went right 4 25 not open called asked time open lady answered really rude dont eat lunch y'all need change hours open really confusing annoying going store not open,1
neutral,3
rude people counter literally waited 10 minutes large fries 6 piece nuggets,1
nice hot properly bigmac,5
good,4
cool quick bite eat,2
good,4
love sausage eggs cheese mc muffin never gets old,4
don't really like food anymore,3
reasonably fast service lunch midtown,3
it's mc d's food good it's bad,5
like gave old food fries hard buns,2
big place lots seating available self service screens order pay employee takes order table ready,4
terrible open fries customers did not mask,1
it's better mcdonald's i've quick service food prepared can't really ask,5
actually pilot gas station built property addon just stopped pit stop megabus atl marta center peachtree dropped,4
store experience generally better delivery order breakfast family delivered 2 orange juices asked driver said asked food stated employee said no not sure order orange juices trouble price corner store juice way better deliveries need handled better not time missing items order,2
worst dirty,1
took nephew play eat ive working interactive floor projection game suited needs,4
great service construction going right,5
dirty slow service,2
excellent,5
quick clean,5
drive 30 minutes mc donald,5
no vegeterian options,2
forced buy just use restroom smh understand business really no thank plus manager rushing,1
horrible costumer service lady taking order never talked told thank taken order polite just turned filled fries didnt care complain u tell picture got small mcdonalds,1
best customer service,5
good coffee,5
mc donald eat time crispy chicken crispy chicken best chicken not cook,1
hit miss getting order right quick food it's generally hot fresh lack accuracy focus speed service,3
place close night long takes,1
excellent,5
went ordered 1 mcdouble 1 mcchicken manager took order didn't know use register charged 2 mcchicken mcdouble didn't notice paid halfway home,1
good,4
ok,4
ordered takeout mcdonald's app waiting 20 minutes finally talked asked order said order app said not food paid spent dollars wasted half hour life complain corporate talk manager email don't want refund merely offered coupon never gave months happened no resolution left mcdonald's dollars worth food arrested customer fine stealing money time terrible mcdonald's experience no longer going mcdonald's future,1
walking helping doordash,1
45 minutes wait,1
good location went drive line little long busy area got food quick wait couple minutes not able drink cup food staff quick friendly,5
rent cop wouldn,1
worst mcdonalds no personal service friendly service stay away good day,1
line hour 2 quarter pounders meals happened fast food? ridiculous starving child home,1
yes drinking rolled uber 4 i'm bartender eat thing like whataburger lot freshest fast food years,5
really need reading review mcdonald's? customer service mcflurry availability hit miss food mcdonald's pizza,2
good,4
worst service,1
good,4
disappointing,1
dirty dicusting food sloppy taste awful wired unpleasant view costumers ugliest mcdonald's i've,1
haven't mcdonald's years surprised good southwest salad great don't know years pleasantly surprised staff super sweet little girl ask trade toy happy meal,5
just hurry want save,1
cup fingered cashier stars gave new asked,2
horrible service! tell food sitting asked milkshake machine never working say cleaning clean wrong times not recommend mcdonald's,2
1 closing let come served lot served like 1st customers alllll food hot,5
need work giving hot fries overall ok,4
service fast kind 5 stars,5
nice place modernized cashier kiosks ordering food delivered tables,5
terrible,1
long employees not friendly terms cleaning good,3
great service thanks mcdonald's,4
fine it's busy place,4
excellent,5
drive fast point! never gotten wrong order thank you!,5
it's fine wait food little longer,4
nice courteous people food delicious cooked,5
went drive good service fast inside looks big spacious case prefer eat inside,5
fast friendly service fresh food,5
good servers food perfect !,5
waiting order 5 minutes later told use screen no thanks don't work mcdonalds im money making purchase appreciate option screen long line fiddle garbage no order no thanks far options bye mcdonalds no loss,1
doesnt matter tastes awful,1
soggy fries old bun cold burger,1
time row hamburger happy meal just ketchup cheese added time child not eat cheese touched new toys kids getting toys 6 months old not good location lack service food,1
quick fast easy didn't no issues food ordered,5
no jalape,2
we're talking mickey d's wilmington no comment shut place down!,3
mcdonald's nice fast food restaurant beautiful quiet neighborhood s near q25 q34,5
tense enviroment tourist lost locals not knowing english youth punks great time!,4
good food,5
teach employees basic math i'm relying delivery services covid outbreak closing unfortunately means i'm stuck ordered 3 hashbrowns received 1 did know 3 means 2 hash browns 1? amazing fact isn't it? it's should've learned pre school gave no receipt no proof maybe it's computer demand refund can't delivery app maybe pick phone calling mcdonald's thank,1
1 star workers apparently don't know items menu attitude don't know it? laughed unprofessional felt like giving order 8yr old no grown lady ridiculous haha,1
horrible service took ages order,1
food substandard buns hard rocks,2
typical mcdonalds extremely long waits proximity tourist attractions prepared wait 20 mins drive mobile order,4
school kids t 5 30 lock doors act like,1
good,5
best mcdonald flowers table felt like princess kate breakfast birmingham palace,4
took forever drive 30 minutes food sloppy pretty busy defense,3
phatty,5
terrible service manager laughed face told not satisfied food service ordered big breakfast hotcakes eggs old half portion normally location soda flat coffee cold staff rude place shut absolutely worst mcdonalds i've life,1
okay not 10 years,3
picking food saying not eat mcdonald's history human flesh 75 storage facilities yeah service,5
food ok,4
delicious just wish they'd allow sit enjoy meal,3
it's mcdonald's lol,3
removed tellers add kiosk slows service 10 minutes mcflurry cookies mcflurry small tiny cookies kitchen floor dirty kitchen crew understaffed won't sad mcdonald's decline won't going rarely won't hard nail coffin,1
mcdonald s horrible franchise horrendous service location bad wanted write review advise come location service joke food comes wrong staff not fr,1
horrible,1
morning staff amazing,5
mc donald's does disgusting costumer service,1
food bad barely special sauce big mac couldn't really taste sauce,1
goooood,5
employees just kept screaming n word wasn t trying eat just walking,1
rude staff latino not makes difference speak language americans,1
actual worm inside cheese burger,1
clean friendly atmosphere,4
good,4
you'll attacked drive management does unsafe,1
showed order quarter pound wwith cheese meal large given order people i'm waiting wouldn't come,1
home mcmunch solve cheeseburger deficiency 436 1792 iykyk,4
clean super fast service!,5
forgot toy milk plum sauce kids happy meal forgot salad dressing meal never seen terrible mc donalds life world constant quality till,1
food's hot n frwsh,5
friendly quick curb pickup,4
s mcdonalds expect? quick accurate orders,5
place time favorite cheeseburgers fish burger mocha frappe just it's close it's best mcdonalds course,5
best mcdonalds location,1
ask bathroom told manger key shame,1
decent location,4
son got vanilla milkshake looked soupy tasted said taste told throw away minutes sick tummy beware,1
horrible place didn,1
it's remodeled nice clean just like offered free refill large coffee,3
food decent tooth pick fries unfortunately wasn't say just passing vacation chicago,1
ordered app ready just minutes place clean stuff friendly,5
good people good service,3
neutral,3
excellent,5
burgers just keeps getting smaller smaller price higher higher,1
assume need high school diploma work mcdonalds place never gets order right asked iced coffees sugar got 2 coffees no sugar no straws thanks mcdonalds making harder 15 hour geeesh loouuiiies guys ve getting paid 8 hour no questions asked,1
s mcdonald s,4
waited 30 minutes drive line told fish chicken,2
service good,5
good,4
drive location typically fast parking dine difficult drive lines better average macdonald's,4
mc donald app free food,4
good place eat use drive till pm,5
live 150 feet away waited hour place order supposed fast food never disappointed experience mcdonald,1
normally restaurant stars today service really slow placed order egg mcmuffins large french vanilla coffee wait time approximately 10 minutes believe particular day restaurant understaffed usually restaurant star mcdonald's just not day,4
fries cold soggy definitely not usual mcdonald's standard negative hair burger! absolutely disgusting never eating,5
food,5
staff currently learning job waiting food correct orders 4 people,3
bad service!!!!!!! rude workers!!!!,1
neutral,3
dirty simply dirty worst customer service dirty tables dont clean homeless taking baths public restroom,1
excellent,5
good staff lots homeless,4
really poor level service waited 20 mins quarter pounder,1
great place,5
excellent,5
lot drug addict's area watch area,1
parked just happy meal omg,1
fresh hot food!,5
good dry,3
food yucky greasy fake fries w o salt winner,1
sooooooo hot inside restaurant? it's cooler outside! mcdonald's i've no c,1
consistent can't beat coffee,4
not best neighborhood security guard inside service food good,5
staff stole 250 bag little sister brought absolutely devastated never cheeky careless staff angry not mcdonald,1
workers disrespectful! daughter stopped drink order food going wash purshase use rest room staff spoke disrespectful embarrassed ushands 'll dr food tge worker told customers allowed expresses needed hands eating workers told ow qould atand linw,1
suck,1
better mcdonald,4
it's mcdonald's,4
order people rude fact,1
today june 22 2017 21 05 aka 8 25 order taking drive ask double chesse burger no oins no pickles large sweet tea extra ice add lemon drink no extra ice lemon frys drive home eat food stay 22 mints away store school hone open bag receive hot spicey no fry's not order young lady windows ready order called store 8 times speak manager pick phone,2
not mcdonald's you're hurry just picking drink wasn't problem ordering chaos guy seriously waiting 35 min chicken sandwich showed receipt showing ordered trying ask staff happening quite rude just said man busy note mcdonald's encountered florida doesn't offer 1 size soft drinks,1
delicious fast!,5
walked street mandalay bay trying quick inexpensive bite got looked like closed guy says use drive no car guy came said use door went no person counter figured order kiosk trying order kiosk people inside say just enter 111 umbrella? guess that's table sitting guess need know,3
fast mcdonald's drive downtown slc,5
need help badly,3
fantastic staff manager food far maccas i've,5
place amazing! fish tanks pasta! quick friendly upper level kids play ao clean!!!,5
placed order 4 37pm time pay order 5 07pm sweet time accepting paying giving customer orders make matters worse order incorrect wait 5min order correct got order burger extremely sloppy! careless job employees don't feel like working send home theirs no need lazy workers time come location!,1
building completely locked can't use bathroom waiting curbside,1
happy semi diet options working overnights good service,4
bike deliver wholesome,5
nvr liked mcd's nvr eat,2
place good quick bite going drive make sure check order leaving usually wrong forget order,4
good place fast food,4
typical mcdonalds guess fries tossed frozen watched dump scoop fry kinda gross tossed entirely,2
excellent,5
food,4
stars service mcdonald's training store managers manager entire crew keeping orders coming making customer job haven't experienced mcdonald's long time mcdonald's standard meet,5
fast service,4
neutral,3
wouldn't expect it's not good europe not mention you'll really hungry time they'll serve you'll starve,2
cuz mickey d's,5
fast service morning,5
wrong order drive doesnt surprise location glad i'm not allergic items requested removed,2
food fresh love iced tea!!,5
fast! hot!! awesome!!!,5
14 minutes 2 apple pies? order wss placed 2 3 minutes,1
ordered meal uber received orange juice missing,1
no snacks brazil wanted big tast bad,4
ok,2
hate place people work pay attention customers not cool people not guess like food really don't really care,1
don't don't don't place just mess short avoid hastle,1
update 2021 solid restaurant food mcdonald's standards busy times location highway restaurant area solid restaurant curbside service gives estimate wait appreciated food delivered friendly employee improvement previous experience complaint it's obvious make curbside drink far earlier delivery come partially melted slush 2019 identified,4
never there!!! dirty saw drug deals eating food never again!!!!!,1
special mess orders frequently service sub par best it's mcdonald's,3
worst experience sucked got home wrong,1
fast order great coffee make exactly asked love going,5
not given receipt would've complained privately pulled drive 2 50 pm minute wait woman second drive lane answered accidentally switched headset heard lot laughing talking background pulled pay woman window wasn't able locate order moment triple checked make sure accurate paid received change shut window word receipt pull window food drinks girl window double checked order handed food ordered large coke given medium coke didn't use complaining didn't want hold lane pulled away started eating medium fry discover fries salted mushy figured must've got mixed fresh fries kept eating wrong got worse got mushier stale like reheated microwave absolutely disgusting annoyed point turn way don't expect fries perfect time expect not fries should've written waste reason i'm doing 2 stars instead 1 teens nice make sure okay especially i'm inside using kiosk food quality drive efficiency needs revamped isn't time i've received stale fries order incorrectly location come mcdonald's route doesn't way lack efficiency seriously frustrating,2
second time like attitude place stays clean 7 yr old liked,5
clean spoken staff good service good food comfortable,4
it's standard mcdonald's food decent service fine,3
awesome,5
excellent,5
good service staff kitchen way loud wouldn,4
poor,2
fast drive efficient!,4
need respectable associates,1
serve night,3
it's clean service prompt smiles,5
it's fat food joint fast decide,3
slow hell,2
stopped trip town clean fresh food compared i've,5
good food price 5 flies flying food,4
cashier said no longer ebt card bummer use time did service good,3
ilovemacfonald make beautyful flashback,5
ordered doordash great food regardless,5
good place eat good quality food,5
staff kind,4
place rude service managers cannot handle situations ordered egg whites drive gave piece bread bacon returned sandwich placed runny egg whites bit runny stuff went dress sick needless say unsatisfied customer threw away sandwich money appetite thanks,1
excellent,5
manager attitude saying hello said wasn t gonna orders cl,1
bad experience employee super rude bad attitude,1
great place,4
fast service,5
bit slow perfectly adequate it's mcdonald's chain reasonable expectations mccafe,4
order accurate tasted great fast service items change order slightly,5
check bag leaving moderate defect rate,4
neutral,3
blessya let's mcdonald giving teenager place stay hard let's live love homeless trying doing staying clean amen grace moving smile sister ms rose peace,5
went lunch time ordered meal sat chair actually brought food table blown away didn't realize did mcdonalds pleasant experience,5
extremely rude impatient asked 3 water cups 40 meal got glare cup brother ordered 20 piece nugget went ask sauce didn't include asked waiting patiently asking times got 2 4 asked came frustrated 2 told asked manager 4 times face nicely 2 just looked time went way eventually kind fellow customer reached counter just took sauce brother not impressed,1
horrible,1
kiddos love stop play play places location bathroom play area awesome potty training years resturant play area clean staff check cleaniness favorite locations visit,5
excellent,5
food fresh hot,4
serving stale food request fresh food food microwave reheat fries saw eyes,1
really dirty employees nice,3
thanks,5
no sauce given!!! ordered bts meals things extra bbq sauce not sauce given no cajun sweet chili bbq eat meals plain,1
neutral,3
great food boo dout!!,5
good,4
it's mcdonald's say? happen great experience not service food right fast!,5
good,4
aspect adds appeal mcdonald's affordability menu prices generally budget friendly making attractive option individuals families looking quick affordable meal availability value meals combo deals enhances value money,5
gross dirty hell hand sanitizer pump trash dining area waited 20 min 4pc nuggets mcchicken food tasted like cooked burnt oil threw waste time money,1
food fresh time fries hot customer service needs improve little,4
buy ice coffee hazelnut ask 4 cream 4 sugar guys make order wrong train workers make ice coffee drink half throw rest garbage does not taste way want,1
line 10 minutes set line veer right intercom left lane going intercoms people lady comes cuts got car said excuse hit caused catastrophic accident said lady told cut said manager mcdonald's sylvia said did told caused catastrophic accident said it's lane said no ma'am people line roll windows said it's lane sylvia argued line waiting you're going catastrophic accident don't lanes drawn number sylvia not arguing customers line did not serve never use profanity told unprofessional caused accident people telling i'm disappointed mcdonald's lowered bar hiring people argue customers trying prevent accident thought motto safety,1
not best mcdonald's fries hot ice cream machine works tables little dirty lunch prepared eating wipe consume,3
rude drive operator,2
place change staff guaranteed tour order wrong,2
neutral,3
mc open? 24 hr drive way close,1
like mcdonalds s good like mcdonalds,5
excellent,5
good n usually don't like mcdonald's n friendly staff,5
plug ins dont work took 20mins order cashier just standing asked plugs told it's not problem horrible service,1
worst experience stood line 10 minutes order asked order taken told given nasty attitude instead proper customer service treated rudely bad store filthy fries floor manager young lady playing tickling instead fixing solution,1
food good service nice,5
staff nice good fresh food,5
food cold there's long wait time managers just don't care mad complained fries not cooked way snatched child's hand not ones complaining asked recipe took money didn't,1
charge 25 cent sauce didn't,1
trifling big mac sauce deluxe chicken sandwich,1
good,4
it's okay,4
froyozombie,5
watched manager jennifer push hands employee handing food window don't know order 100 right way employees mcdonald's treated?,1
zero star rating! 15 minute wait egg mcmuffin coffee hash brown!!! you'll want 15 00 hour,1
wonderful facility laid classic mcdonald's menu items enjoyed it!,5
avoid mock not english laugh rudely serve,1
nice,5
ordered 2 hash browns gave 1,3
terrible,1
busy slightly cleaner,3
excellent,5
place craze rest rooms dirty gross needed clean,3
excellent place dine fast service,5
zero stars far worse establishment don't know people jobs wait time ridiculously long not mention attitude employees not recommend going far away mcdonald's that's really want not,1
international drive mcdonalds looks great play place closed reason bringing kids huge let 7pm sunday night went middle tourist city! bad,3
experience today bad job drivers delivery time prepare orders ready forget drivers apology solve responsible work like make delivery time,1
able delay cashier friendly,5
included items did not order,3
excellent,5
spicy mcchicken stale,3
manager staff treat customers disrespectful ordered quarter pounders pink middle asked remake told that's pushed remake redone pink manager sarcastically asked extra extra extra burgers noticed cooking staff laughing wiping nose face arms immediately cancelled order asked refund night staff compared day staff just like night day no stars,1
soupy poopy,5
nice compared quick use machines order food pay credit cash counter machine order quick food dope no issue,5
excellent,5
different design mcdonald's love it!,5
ordered plain fish sandwiches no cheese tartar sauce dairy allergy got pick window slices cheese sandwiches returned sit wait order corrected unfortunately happens constantly no matter mcdonald's it's clear prep team simply isn't paying attention instructions orders,4
hire employees actually want work like job smile girl just took order extremely long red nails unpleasant follow dress code establishment? saddest sundae received half carmel outside cup! maybe,1
fantastic mcdonalds best orlando staff brilliant happy efficient especially miss betty smiling helpful love place!!,5
excellent,5
good,4
awesome,5
large carmel frappe favorite time day,5
oh yes love mc donald's sense little bother san andreas fault line going separate not sewers drain ocean water create domino affectthe great wall america san andreas fault line emergency plan scuba gear sam andreas fault line separate cash app godheaddiva,5
service totally slow took clerk 5 minutes order i'm local wouldn't location like lot chaos happening looked kitchen area clerks not basic understanding english difficult you're trying ask clerk not recommend,2
quick friendly fresh food great place quick food,4
fries though! love,5
excellent,5
great food not speaking english drive window big downfall not sure somebody like taking orders repeated different times finally brought somebody window frustrating rj,3
fast friendly service,5
horrible service 30 minutes chicken nuggets never happen management definitely,1
people don t time just drive great time cuz speak 3 people takes order says price gives order not wat,5
tasty,5
really slow service crazy long lines 7 30 morning expect paying customers numbered homeless,2
wait 15 minutes happy meal mc chicken sandwich person bringing order no mask,1
great place kids,5
monica manger just plain rude need new manger severed burnt muffins don't recommend store sucks,1
good fast,5
ok cheep handling ketchup asked mayonnaise said didn,2
eat i'm rush just need good fish sandwich good fresh never issues drive 99 times 100 use good place fast food drive attendants quick polite,4
curbside doesn't exist it's just waste time try doors locked ridiculous experience ever!,1
couple years ago 5 went pregnant got egg mcmuffin got home eat bed dripping grease today ordered 20piece chicken nuggets 3 large fries served fresh waited minutes,5
30 min drive haven't window pay close hotel closed,1
advertising new crispy chicken sandwich meal 6 lied twice saying mobile order lie took pic second didn't start advertise sad worse customer service mcdonald's,1
used super cool! remodel turned nazis! no water receipt stupid guard started fight homeless man came dont know sprayed pepper spray sprayed little kids cleared place trying way hard not help anybody,1
totally rude customer service asked fix problems snarled pissy attitudes women's bryanna denied simplebsqueeze whipped cream worst customer service !!,1
did not 100 flavors coke machine,3
delicious freshly baked chocolate chip cookies,5
big place sort great customer service,4
love,5
probably best looking mcdonald s variety different food options burgers pastas desserts don,5
good,5
homeless car window like mob,1
awful employees talk way instead getting jobs work accomplish work task works ordering station not job,1
good,4
good food staff eat like 20 year old!,4
excellent,5
good,5
no stars would!! waited 20 mins inside breakfast! ok busy need make food 30 minutes got cold food hashbrowns dripping grease cold disgusting!,1
excellent,5
changing review 1 star 5 stars recent visits mar 2023 mcdonald's gone major overhaul newly remodeled inside including employees employees polite welcoming asked day going talked weather,5
great place eat anytime affordable good quality couteous fast service really like self service order,5
good drive service tell tale fish filet sandwich cooked perfectly ask people leaving drive not come 16th street causes havoc light follow signs left it's not far won't rude prevent people turning right red,5
worst mcdonald's area lived close mcdonald's little year good experience order not accurate food unacceptable team members management just don't care i'm not usually complain things realize fast food restaurant visit really ticked couldn't place order person taking orders drive incompetent wanted act like couldn't hear times visited location issue items left order brought food replaced time got home drive pick missing items cold asked order remade legit watched manager sandwich microwave understand huge order replaced honestly 3 items said not mcdonald's location,1
used kiosks order pay food supposed number sit bring food wait numbers told they've kiosks 8 months staff overwhelmed orders food counter poor mom wait line couldn't make kiosk work stressed time sat,3
love,5
slow service,1
average,3
good places good services,5
mc donald's come,5
friendly staff,5
excellent,5
i'll start positive food received correct order hot bad supposed 10 minute trip ended 40 severely understaffed constantly giving wrong food maybe they're better day definitely stay away midnight shift you're looking,1
came 9 pm busy did not long food ready used touchscreen kiosk order super easy use! got pepperoni pizza alfredo pasta cook pretty cool arcade upstairs place tons places eat,5
literally worst mcdonald's i've,1
rude staff happened nights ago dining upstairs family guests table spanish speaking lady staff told arrogantly leave closing informed nicer way went new customers coming,1
business booming excellent food fast service,5
sloooooow service! 1 00 pm just got cheeseburger small fries drive late meeting took 15 minutes simple order!! really burger fries?,2
typical,3
1 2 star would!! son ordered pizza server brought 2 handed son commented ordered 2 2 tray walked away telling 1 minute walked away w pizza walking entire place including going upstairs!! i'm sure wouldn't 2 separate customers orders tray 10 minutes went counter ask pizza different employee walking past w pizza cover!! turn heading son sitting adked cover couldn't answer!! hair pieces pizz!! shouldn't employees wearing hairnets hair tightly not hanging down?? i'm disappointed w 1st time,1
im lovin,5
excellent,5
clean place good food,5
good,4
horrible experience! ordered saweetie mea just tryna support girl flies flew bag!! disgusted belief food cold old completely inedible mcdonald,1
hot,5
home invaded victim main ag enforcement san antonio john michelle got store argument profile big mac having cookie size patty usd price no value combo meal instructed argue staff conduct look drive advertisement picture advertisement outside buns,5
terrible,1
good,4
place hot mess! unorganized staff poor management multiple orders wrong wait time insane fast food joint,1
good,4
start went time foot awful chicken nugget cold old asked lady time went make sure nuggets fresh reply fresh want fresh replied pay window pick order drove away grabbed nuggets look feel like sitting day throw food away never,1
fries cold wasn't cooked way,2
clean cooked prepared food smiling employees modern interior nicest mcdonald's quite good work thank,5
fries meh that's,3
good service overnight location manager,5
sustenance,3
manager tru siad not welcome n store just cus o told need open 5,2
good,4
night shift extremely slow gotten order incorrect consistently day staff really good especially given volume people mornings environment clean bathrooms smell good food typical mcdonald gotta love fries! lol,3
staff makes use touch screen touches cashiers anymore?,1
waited 45 minutes 2 drink cups ice machine broken,1
wow! say bad experience compliment food cold ran ice carbonation yes no carbonation sodas!! kept serving counted 10 returned drinks a10 minute spam worst manager offered no apologies run don't just walk away place!,1
not real food,1
doesn't love mcdonald's,4
neutral,3
location stayed closed opening sign they're operating drive pedestrians? ones can't drive? able walk order food remodeled live mile can't walk physically order food? parking lot can't walk rude associate basically known better running drive thru? you're better going burbank blvd puts double lane drive doesn't expect problems? isn't mcdonald's 20 minutes sitting drive,1
company advertising support line workers company disrespectful people helping rushing state state help disable children stopped breakfast location told wait person drive person's order came person never came help steady saying hello waiting late work left went dunkin donuts guys never advertise free meals line workers clearly lie no support,1
disappointed visit shambles moment went orders not processed properly didn't think taking charge good note food come good,1
neutral,3
messed order explaining times wanted hair egg mcmuffins,2
great service,5
place suck!!!!!!!! delivery doordash place didnt accomodate me!! like thats belville nj store!!!!!!! frustrating 10pm belville store went got order,1
customer service good can't say food got defective lids,2
not easy free,1
disappointing largest mcdonald's menu's items unavailable came service subpar kids fun hame rooms,2
despite fact s sign explicitly says open 24 7 unethically doors tide shut inside based rule proof order phone phone dead middle night starving won t let simply walk inside order like america place bad business don t bother,1
didn't sweet sour sauce sprite tasted like mildew,1
good,4
m wrong star option today 3 18 2019 9 pm went pick delivery place drive close governor order urgent situation use bathroom unfortunately no people working kind human beings refused allow,1
sandwich lukewarm clients loud children noisy not return location,1
ol mcdonalds,5
super friendly quick,4
decided order mango smoothies person listening let window never got,1
convenient location,4
fast clean excellent customer service!,5
good,4
nice place,5
it's not 24 hours work want,1
positive experience arthur took order professional friendly visit exceptional! back!,5
yumm,5
pretty good,4
associate nice helpful,5
great,5
crowded slow,3
no wait food right away food awesome,5
special request order repeat times staff member ignored,2
place unprofessional worst managers staff crazy expecially managers stupid look dirty actually staff looked dirty never heard way managers speak staff mgr never speak ppl like staff think anthony helpful rest not,1
fine large large,4
mess orders wrong order times orders not like instructed not happy place!,1
really fast service,5
good stop quick food,5
cashier servers look miserable smile just straight look like youre vermin lack personality rudely say stuff forgot 2 items order went got wrong reciept printed recieved attitude cashier printed reciept,1
excellent,5
slowest mcdonalds florida long wait food wrong,1
can't add tomatoes burger,1
service horrible,1
place deserves no stars order just sandwich messed times wasn't right staff lazy unhelpful trash tables filthy floors definitely no smiles served establishment!,1
good,4
finally week coffee prices dropped advertisement rate 1 mentioned advertisement month reduction oatmeal cookies chewy lately hard ginger snaps ultimately they're working regaining local support i'm bus driver 1coffee helps lot!,3
good,4
good,4
it's mcdonald's say food quality lol waited 10min food 2 sausages particular mcdonald's messed order dive remodel nice big breakfast platter got steak instead sausage big mistake steaks like fake meat know,3
ok today worker need friendlier need orders right giving wrong order start checking window wrong attitude wow,3
love mcdonald's like kids meals play toys lol plus special order food just polite,4
nice,5
alright food,3
hope u help amazon people lost lot apartment project,5
greta place good people,5
went food boys,5
excellent,5
store manager elizabeth banned stupid don't understand think she's petty,5
good,4
good,5
excellent,5
clean inside lobby restrooms nice outdoor sitting area,5
fast paced!! food hot way ordered,5
2 things wrong order i'm glad pulled check employees helpful fixed order right away,3
staff rude orders seldom correct management indignant issue,1
takes 30 minutes damn drive,1
cleaning place horrible walked entire restaurant not clean table sit,3
aware man looked weird asked money boyfriend cigarette wouldn't leave said calling cops!!!!the place cool decorations 1 burger greasy disgusting 2 french fries not fully cooked 3 workers not wearing hat 4 messed order lady mad wrong order,1
tastes like taiwan,4
best mcdonald's dallas! great way continue zoo fun walking dallas zoo day kids blast clean play area,5
great close university great profits here!,5
fired refusing service rude customer,1
tookos impact na ideology,5
good buy,5
fast service! mobile ordering easy,5
it's mcdonald's simple fast cheap,4
terrible,1
wish 0 stars service horrible! smh don,1
dirtiest mcdonald's i've seen exterior withdrawal window looks dirty!! no maintenance !!! building kitchen be?,1
people nice quick service enjoyed time staff repectful colorful vibrant crew clean respectfully kept par service never expect never regret thanks time come vegas i'll,5
avoid cost,1
inside not open 5 people handicap person needed restroom disrespectful,1
love french fries coffee drinks great! excellent place small children healthy good kiddos fun place play treasured memories little grandson he's 20 now!,4
excellent,5
