clean_review,Star
just mcdonald,3
good location crowded service slow wi fi good clean,3
great place grab meal,5
tasty food far staff slow treatment,5
self service slow service messed orders requested bacon meal included despite shown affixed sticker food tasty albeit cold add insult injury staff relatively impolite,2
self check registere lol,3
horrible service just mcdonald tried different locations apparently offer friendly service just money,1
excellent,5
food isn cooked slow,3
cashier great help mcd app,4
terrible,1
cleanest mcdonald ve pleasure stopping long time friendly people manager game impressed,5
poorly managed management problem lying customer error,1
friendly kinda slow,2
neutral,3
breana amusements kiosk evening giving time explain loading amusement cards really kind helpful rushed trouble children really loved way home said nice ve bad experiences mcdonalds long waits happy meals think easily changed today hope gets recognised good,5
service bad asked sauce didn gave,3
simply cool,5
went drive hurry daughter school hair food given wrong drink manager duty apologetic gave refund disappointed hair food treated kindly problem getting money,2
cheerful helpful great service downside run homeless people time,4
eli manager went breakfast deserves raise willingness customer patience fresh food,5
horrible experience switched ordertakers halfway got order wrong charged havent heard like requested,1
breakfast biscuit sandwiches good,4
excellent,5
look staff great despite unwanted obvious nuisance food prepped fast staff professional restroom actually kept clean despite certain unfortunate citizens beach park car lot eat,4
terrible,1
order uber eat took hour end canceled order prepared,1
great food environment location,5
different just like mcdonalds,4
excellent,5
fat,1
little small taste older mcdonalds doesn outlets staff great dude works morning nice like bad day staff far seen discriminate homeless people humanity gets extra star,4
ll ordered cappuccino machine cleaned ordered sm coffee cream got coffee cream hot pull frwd came gave med coffee cream,4
usual mcdonald,3
glad hear mcdonald lowered coffee frappe prices having special sale repeat simple step iced coffee order times drive worker distraught gave st wrong employee finished order running car questioned workers cost size drink said med size turned small got weeks ago girl ran order acted professionally provided great customer service sadly iced coffee prices low drink small charge fair price new regular,2
horrible neighborhood,1
basically want mcdonalds bums beggars store day,5
expression clerk face like owe lot money homeless inside outside store dining environment bad,1
biggest prettiest ice cream cone ve seen eaten thx mickey,4
excellent,5
don care place daughter love,3
excellent,5
disgusting food cold food,1
mc donald good things rush,3
charged medium drinks kids happy meals drinks weren wanted fries weren hot fresh ordered coke meal got sweet tea,3
breakfast coffee ll wait minutes food arrive ll bring em,3
excellent,5
drive bad especially wait matter cars,1
worst customer service invited come having wait minutes drive manager priscilla calls apologize invites family explained come day come following sunday agreed hung sunday come restaurant manager cynthia explained situation grunted time took order service line tries contact manager right line asks yelling tell customers included yells tells came replied point embarrassed upset hear tells person phone minutes later finally order ask change fries things ready cold manager grunts agrees family meals ordered ice cream asked hold returned asked ice cream asked chocolate said ordered vanilla manager gave ordered incredible line invited come make bad service mcdonald came got yelled manager embarrased long wait food missing food items pissy attitude staff time invited guess gotta read fine print ask invited come sorry don negative stars location,1
fast place eating,4
excellent,5
typical mcdonald,3
fast drive,5
peach smoothie good let coworker try confirmed tasted extra artificial tea point,3
clean inside great customer service,5
long wait times,3
boyfriend ordered large fries large drinks window pay coupon app large fries paying rest venmo girl register idea doing assistant manager come help idea doing manager came told times just drinks manager hard time hard drinks order trying say pay fries eventually just let fries free second order large fries phone free fries rude didn care stars,1
excellent,5
slow drive good food overall,3
nice mcdonalds problem junkies high school kids fighting hanging really feel bad security staff,3
bad rude unprofessional service worst mcdonalds ve,1
terrible service minutes breakfast wouldn serve bad service took minutes drive fast food quality worst mcdonald ve,1
neutral,3
service incredibly slow staff clearly couldn care customer service cashier smelt like fresh ash tray make sure check bag driving know fast food standards,1
clean friendly,5
like time capsule older respectable adults running place food packed way perfect napkins like thx guys wow just gave stars mc ds lol smh,5
food prepared tastes better mcd nice staff,5
cautious pandemic,5
took like forever just large sweet tea slow night,1
excellent,5
worst drive threw service waiting min order cars used left lane drive threw got served having wait min receive order mcchicken sauce said sauce cheeseburger wasn like asked stars week min drive threw wait food,1
okay typical mcdonald gets order right wrong,3
park amazing loved bus exit parking lot horrible needs designed choreographed thought better,3
mcdonald regularly time forget straw napkin sauce,3
went cashier didn want order wanted restaurant busy type behavior unexpected workforce,1
friendly efficient service stop platsburgh,5
bad service theirs problem workers service hanging like high school kids wait parking lot arrives forget,1
food great careful drive ve forgotten things order times,4
location horrible assume speak spanish pay yea don know,1
make best hotcakes frappes kidding,4
nice clean exelent service covid day cleanness look blessings,5
nice people,4
food edible order right time order right don wrong like food tho order wrong,4
good service,5
probably best mcy years really don eat mcdonald glad did today staff super professional sweet earth food hot barely warm hot thank guys,5
food typically curbside minimum minutes pull hopefully curbside spot spots usually customers theyve pull forward park wait food drive,2
love soda machines haven seen,5
food came really fast point games affordable min play definitely come kids loved experience,5
place amazing services,5
good experience food jacked,5
nice,4
good,4
perfect place finish long day dallas zoo animal themed mcdonald large play ground area plenty tables seats watch kids play food service adequate bathroom little cleaner different kids liked likely come visit dallas zoo,4
excellent,5
incomprehensible things come neck open toilet toilets closed,1
just long line wait university students,4
vlesn,5
neutral,3
neutral,3
good,4
good,4
watch lobby closed remodeling right,3
neutral,3
hardly qualified food,5
mcdonald fan say place clean young girl took order pleasant,3
picky eater treat great saying vegetables,4
peaceful great service,5
super long drive lines suggest lobby place order electronically faster service,1
people sleeping tables people fighting cursing restaurant place enjoy,2
great normal,5
place suck delivery doordash place didnt accomodate like thats belville nj store frustrating pm belville store went got order,1
needed food late night felt awful day fast food knew expect,2
standard mcdonald junky food eat free wifi,4
kids play area speaks child play hours foods good options choose pizza friendly staff,5
place eat fast,3
quick meal cold heat crowded certain times wi fi,4
waiting minutes waiting order,1
tried calling happy meal toy today grandson phone busy minutes hook going,1
nice,4
loving beverages assorted flavor competitive price nyc,5
awful employees talk way instead getting jobs work accomplish work task works ordering station job,1
absolutely terrible food options remotely healthy staff polite mcdonald continue lose business people finally looking disgusting ingredients production food yogurt sugar sunday wouldn recommend fries unless want heart attack high blood pressure diabetes possibly cancer okay,1
place absolute pits experienced poor management space hold patrons definitely capacity floors dad autistic daughter eat corner like slaves daughter routine use getting happy meal sitting eat location,1
good,4
went mcdonalds morning breakfast got charged extra sandwich asked refund refunded cheaper sandwich wrong pointed said wrong refunded right like okay closed door fix drink apologize inconvenience smile tell nice day handing drink work realize literally filled halfway polite petty does look good mcdonalds,1
wanted try new crispy chicken sandwich potato roll disappointed expected crispy got burnt piece chicken barely bite tell piece cooked times day disgusting served like took bites went directly trash,1
mcdonald ask food fresh,3
service needing improvement car backed drive,4
clean place good music sound close discount movies,3
served bucket stale oil instead clean batch fries filet fish patty stale hard possibly refried oil quality poor fried weren fresh happens door dash quality oil staleness food unreal regret making choice pizza tonight eat food,1
service poor order deluxe coffees orange juices extra sauges order didn got coffee stirrups forks straws ketup syrup pancakes extra sauces paid ask need,2
used work wednesday ordered unsweetened tea ice got home ice let slide time ordered thing time sweetened tea mean short time worked drive window taking orders efficient enthusiasm trips misfires compared past trips note drive pm busy reason mess order items,1
mcdonald fast cheap admitted guilty pleasures just want cheap hamburger grill gourmet home,4
management mean,1
standard mcdonalds going restrooms available permanently closed favorite place homeless people area spend mins chance,3
excellent,5
fast friendly,4
neutral,3
given stars evening manager nicest person seen definitely charge training crew constantly new help spite everytime return order goes kitchen patiently disassembles sandwich explains proper way make sandwich spirit education cherry disposition tell children works respect look yes things confused occasionally continue stars,4
shrip salmon tacos absolutely tasted great flavor,4
love food guilty pleasures,5
neutral,3
excellent,5
poor,2
fast service dual lane drive mcdonald standards,3
yummy breakfasts,5
poor service,2
took minutes drive long pm sunday doors locked uber grubhub walking drive cars waiting minutes days usually fine going think just understaffed night,3
miami mcdonald mcdonald,4
location wait long time food usually cold ll sign garbage cans empties don like,3
ordering kiosks service quick restrooms clean,5
coffee sweet burgers cold,2
mcdonald mcpizza mcpasta service horrible took minutes food freestyle soda care cool restaurant,3
drive lane fast got meal fresh taste good thing orange juice warm coffee milk sugar sweet forgot ketchup,4
small place coffee wasn good crowded,2
wait restrooms got men room clean stocked soap tp rest restaurant clean staff good,5
food great used fries bland burgers taste dry giving stars happy meal toys,2
good,4
usual food prep people don know read order slip big mac sauce cheese did big mac cheese ya ll did make grade read simple letter words right just asking,1
favorite places renovation stylish user friendly place enjoy delicious meal,4
great customer service,5
place total wreck time extremely busy location ve going years customer delivery driver astonishing pandemic issues prepared maintain volume business repeat multiple times communicating staff night particularly late night likely long line drive inside regularly claim unable accommodate completely upsurd don understand establishment think mode operation acceptable typical mcdonald,2
good,4
team effort place worst customer service,1
strawberry cream cheese fried pie like don em cuz want fatandy,5
bum central avoid costs,1
little slow know drunk people need eat,4
mcdonald didn disappoint got supersize wanted fade floor bag balcony exactly wanted surprises,4
don eat don,1
fancy fancy new mcdonald easy ordering fast recived clean helpful staff sure ll happy customer,5
area surrounded homeless people strict minute time limit eating inside restaurant bathrooms locked asking multiple times use given access fiance kind blueish chunk burger ended nice clean unfriendly staff atmosphere frightening food,1
bad service employees roud security guy professional won come ugly store,1
places good coffee,3
good,4
wonderful people thank,5
seen slow mc donasl life,1
neutral,3
slow cashier drive lobby backed,1
best mcdonald service fairly slow busy order given,3
service slow napkins watched employee hands pants continued work washing hands touches ice cream cone ew,1
seriously slowest mcd ve,2
single time gone drive location taken minutes complete transaction sauce advertising poster drive says honey sauce window knows talking recent experience great example poor customer service won returning location waiting drive half hour like usual manager comes window food says husband nuggets aren requests park nearby wait fine complaint manager comes minutes later food home box bag nasty ass buttermilk crispy chicken sandwich piece nuggets paid ordered mcdonalds day ask manager employees yell convince come window heard yelling want talk countless times asked frustration anger torn away slow work wasn helping office pretended didn understand said said couldn write coupon didn kind coupon book asked bought time paid said yes left yesterday day visited location asked manager pay window acted like idea ordeal gave half piece nuggets buying lied faces said care think revenue mcdonalds brings manager wouldn stingy apologize provide necessary remediate situation acted snide unapologetic needless say experiencing slow service disrespect poor account responsibilities won returning,1
love zoo look mcdonald,5
best place eat don money spend,5
yuck,1
mcdonalds say locations using order kiosks opens new way customize fast food adding things previously known available,5
good service,5
mcdonald best food prepared hate waiting line worry yes lines staff fast proficient ask meals fresh isn necessary popularity fresh hot good place stop pickup good hot fast meal,5
didn know barricade customers trash cans half hours closi,1
great food good service,5
good,4
times missing order going drive,3
neutral,3
went days row day tried using mcdonald deals wasn scanner worker type said deal free small soft drink small orange juice states free app went today used kiosk scanner deal phone thing froze place deals shame,3
excellent,5
excellent,5
good,4
disappointing rebuilt building supposed modern equipment slowest experience mcdonald egg mcmuffins english muffin burnt sandwiches staff definitely did want closest mcdonald definitely driving longer distance time just avoid spot matter,1
great staff quiet,5
got eye roll attitude employees just asking sauce wanted piece putting sauce asked,1
scene impatient people yelling goes order fast easy line use digital kiosk use human waited min big mac double,5
love mcdonald best employees days week way work cheerful fast just great way start day,5
drinks wrong,3
walk girl counter identify self manager said maria real nasty attitude disrespectful customer saying clock helping felt really ashamed standing witnessing way customer infront treated left,1
lot homeless come ask money,3
location hours went window pm said closed order app course frozen frozen drinks,1
worst mcdonald waited pick window awhile served,1
chilean visited mc donald trips good close lincoln tastes like local little small located corner automac,3
place crowded staff work really fast nice friendly,5
excellent,5
customer service needs improved,4
place awful workers attitude food year old cousin throw times friends stomach caused diarrhea,1
manager sara rude unprofessional,4
excellent,5
start went time foot awful chicken nugget cold old asked lady time went make sure nuggets fresh reply fresh want fresh replied pay window pick order drove away grabbed nuggets look feel like sitting day throw food away,1
food good birthday,5
got order wrong touch screens,3
mcdonald say location clean efficient great double drive,5
excellent,5
place immaculate place order kiosk pick number brought table attendant helpful friendly,4
area busy time problem goes smoothly,5
usually zoo cutely decorated zoo theme kids enjoy experience service meh atmosphere just boring modern mcdonald bleh service remodel mistake going away appealing place make sure service improves probably won come zoo trips anymore,1
slow supposed hour spot lock doors garbage bags,2
good,4
mc close pm driveway,2
good little expensive great fresh,5
neutral,3
love special sauce lol,4
crowded organized bathrooms difficult access toilet paper stalls clean,1
lady working rude loud yelled delivery guys came pick orders disrespectful,1
excellent,4
quick food pretty clean environment cheap food mcdonald don vary general outliers consistent ve come expect mcdonald,5
good,4
pretty fast service,5
line long,4
girl takes payments rude hate job look treat people nice,1
rika lunch,5
good service place best hot sunny day outside seating shade,5
neutral,3
wait crazy slow,2
cars drive line driving unless like overcooked hollow french fries,2
says open ve shown times past month past midnight answering drive dont eat mess order order right times,1
good great order correct great job mcdonalds,5
love place,5
excellent,5
staff talk loudly talk language store trash container hour eating food disrespectful homeless people telling,2
order kiosko min pick enouhg cookiers servers,3
sat dining room ordering food minutes catch breath walking miles security guy approached saying hey man want sit need buy right need way just came guess decides buy,1
customer service pm awful morning regularly personnel better,2
excellent,5
fa place coffee make sure senior coffee,5
excellent,5
normally experience ve location gone smoothly unfortunately sunday family arrived employees weren best mood rushing order taking correctly missing items receipt line staff unwilling help hearing conversation customer hispanic father young daughter trying pick order knowing little english employee rude acting like couldn understand just plain old disrespectful husband,1
poor,2
gets busy remember order number servce runs smoothly,5
great service time,5
bad service time,4
dirty store slow staff,1
mcdonald expensive area warned individuals garage sensitive fact phone vocallyworried taking pictures video,2
waiting min person unacceptable ridiculous,1
disapointed,1
professional nd fresh food,5
average mcdonald kept clean good area town quiet,3
good,4
don eat imitation meats bread fake food eat believe parts humans clay,1
great food service friendly prompt restaurant clean,5
worst mcdonald visit started standing counter minutes looked acknowledged burgers greasy way make bad ate took min food messed order burgers falling wrappers outside wrappers soaked grease cold fries,1
staff friendly,5
stop doing business russia,1
reopened closed summer reconstruction place wonderful,4
nice modern facilities looks clean bathrooms clean good service slow,4
excellent,5
hands argument worse mcdonald america waste time literally just drive open stop minutes numerous times drive wait minutes plus stupid mfrs figure job correctly just need close location let fast food company knows doing mcdonald minutes mcdonald highly encourage,1
just don manager tonight helpful waited forever order drive spot waited mins pay car line waited pay order properly told order correctly time charged extra make order right asked macchiato got large cup sugar cream squirt espresso wanted macchiato cup creamer sugar asked espresso added got attitude told charge time espresso clearly realize macchiato espresso just th cup espresso manager helpful said way said ve mcdonald isn make lot coffee places gave wasn macchiato said work mcdonald told like makes right proceeds say ll machine makes didn want help just argue rid didn appreciate treated like charged wanting espresso drink supposed espresso tell having good night dint care make things right wanted just rid took stuff left,1
good customer service,4
bad say grabbed quick breakfast heading parks opted use digital checkout place order pretty cool gives plenty options order little time order place clean modern design didn interact staff little did nice helpful used time did notice cart specifically sauces seasonings right counter quick access asked location pretty good despite busy road didny pose issues overall pretty food mcdonalds experience,5
prices snd transactions better fast food alternatives,3
slow drive people lazy preparing orders forever,2
horrible costumer service lady taking order talked told thank taken order polite just turned filled fries didnt care complain tell picture got small mcdonalds,1
noisy toilets locked time,3
good excellent,5
realize fast food like times month chicken sandwich meal large drink total comes bucks maybe little high sandwich makes worth international drive location myrtle beach sc,5
lots homeless people inside,4
food cold like sitting long time staff indifferent complaint,1
excellent,5
mcdonald cleanest grossest service inside restaurant terrible focus drive don edit service constant decline avoid costs,1
broken toy,1
late order wrong person taking order needs slow,4
just mickey,3
excellent,5
awful experience needed sweet tea nuggets order tea drive line line pretty long got window pay cashier light brown eyes said cash said stayed line long said word said inconvenience like tea looked strange said let speak manager spoke manager said wouldn come window awful,2
great food,5
dont pickles want pickles service normal want grab delicious burger stop,3
let just way vegetarian,1
fast service fries fresh like mcdonalds use oil days,5
terrible,1
hell mcdonalds close pm shm upset,1
regular mcdanolds staff great aren served food fairly quick,3
fast efficient manager friendly despite location construction,4
big dog unleashed restaurant seriously love animals allergy reactions,1
neutral,3
got order right nuggets got sauces,5
wraps available,3
hot,5
worst mcdonald area lived close mcdonald little year good experience order accurate food unacceptable team members management just don care usually complain things realize fast food restaurant visit really ticked couldn place order person taking orders drive incompetent wanted act like couldn hear times visited location issue items left order brought food replaced time got home drive pick missing items cold asked order remade legit watched manager sandwich microwave understand huge order replaced honestly items said mcdonald location,1
place really dont recomend looking fast service deliciuse chickennuger fries dont macdonal en fries soft salty hot everytime whent chances place fiance end stomach sick happened time said nop buy anymore mcdonals icecream chickennuger fries thank reading doll restaurant shalom,1
wrong forget nugget piece happy meal apple slices juice box daughter ate nuggets place come,1
neutral,3
came road trip pm food gross,1
clean great deals ways order online drive curbside pick,4
breakfast good hit spot,5
play area nice clean food normal bad just regular mcdonald food place clean bathroom play area,3
mcdonalds,4
used drive good,5
went cause dad wanted don favor fast food,2
usually good today lil different girlfriend went drive ordered piece nuggets got piece read order like people alway did way correct mistake plus didn,2
time location came night pm midnight pleasantly surprised fresh order fries fantastic gf loved oreo mcflurry craving,5
excellent,5
cold fries property bums got aggressive asked french fries,2
negative review busiest locations orlando absolutely customer service dine mcdonalds crazy,1
staffs friendly food good facility clean busy food good food delivered minutes placed order wanted try mcdonald pasta,4
bad service dont waste time,1
prices high mcgriddle sandwich fit palm hand worth money,2
pretty fast didnt wait parkingspot food like mcdonalds ready window fries luke warm stale,3
fast service excellent coffee,5
poor,2
excessive waitung time manager nasty,1
fast foooooodddd,3
good pretty punctual issue ordering ordering screen timing,4
horribly slow times ve gone attempting grab quick kids wife just thing fast food longer,1
busy service slow opened late food standard,4
remove hunger,4
line usually long normal good spot want grub mc dz,4
repeatedly,1
unreal mcdonalds garbage cool zoo themed came home visit favorite mcdonalds right highway near new tarnished service lackluster best usually messy inside remodel,1
excellent service food,5
better place just asked soda,3
ate week stayed santa monica service really fast place crowded computer ordering really effective modules help lot taking orders faster,5
crowded clean,4
ordered kid meal took minutes receive claim hash browns lunch time item day breakfast menu claiming took minutes cook hash brown worst location,1
excellent,5
nasty food cheap price hungry broke,1
good fast food,4
minutes single order worst,1
quick simple perfect salt fries,5
busy fast service love sausage egg mcmuffin iced coffee drinks friendly professional staff,5
particular mcdonald terrible drive service years,3
cares walk ins anymore staff attention drive dine anymore kids wait nearly min just ask ketchup drive window,1
drive went pretty quickly crazy location,4
quick busy clean good customer service,4
healthcare worker went drive today thank meal person window looked id said really just think rude say tone voice id second window shocker manager working food serv,4
need happy people people actually acknowledge guest smile horrible feel like bother customer spending hard earned working money restaurant good business especially regular needs attention immediately earn people business,2
good,4
sell burgers,5
basically half menu repeat dollar order twice got hotel sandwiches missing paying card drive cashier said pin number pad didn reach window ve like happen life single employee uniform just total messed experience,1
fries tasted like cooked grease nuggets horrible ranch old,1
cleaning food good,5
excellent,5
ordered online curbside pickup waittime ridiculous ended having inside ask order don,1
good food,5
excellent,5
worst customer service try order speaker answer went window treated like trash manager jeina employee joein definitely don deserve position don care customer told wanted order tru window cuz answer speaker joeine said don stay parked window night cursed closed window wish camera world social media shame mcdonald definitely avoid business rest life happen today november rd,1
work minutes away store time everytime problem time bun hard bun wrong worked company lot years swing manager crazy ve got good service twice,1
good,4
food expected building new gave stars employee saw buy older homeless women coffee money brought lady coffee explained just hang drink ur coffee long youd like event dinner priceless,5
like ice cream,4
horrible service horrible food matter days gets worse mcdonald food right frappe machine constantly say cleaning doubt clean thing just don want wake fast food don want job lazy,1
service costumer service awful horrible,1
bad service asked double hamburger gave,1
friendly quick service dining area restroom clean,5
fast consistent service,3
joke parking awkward went asked breakfast muffins okay asked wait minutes ll start lunch come dot tell won serve lunch breakfast food left didn know cashier decide serve lunch,1
dining room closed sign indicating called inquire female employee incredibly rude asked dining room closed gave lot attitude said uh don people obvious sign woman needs learn speak people respect,1
mcdonalds super spacious love,4
closed totally hr drive order app curbside dine,1
mcd mcd,5
walked let order window don problem taking order aren vehicle money make order lady rude slammed window wouldn say example policy doesn allow serve unless vehicle sorry sort hi poorly trained remember serve public mcdonald isn favorite convinient unhealthy probably live longer got food ll,1
waited minutes drive line moved beginning stopped completely near order box way cars channeled curbed path couldn escape trapped choice sit wait frustrating order received correct didn apology explanation ll mark location map,1
worst service wrong order,1
grow micky place know youtube channel especially geeks come geekprotagonist,5
took grandson mcdonald broadheadsville today birthday service food great,5
neutral,3
right interstate free wifi drive usual mcd fare,4
pretty bad salad second time salad fresh turning brown manager nice refund worth wait,1
poor,2
standing legend place,4
good,4
surprisingly nice mcdee clean spacious fast courteous service drive huge parking inside shopping center problem finding space finally mcdee thumb,4
like,5
good,4
place consistently providing great food staff friendly,5
terrible,1
kids like mcdonalds,5
outlets crowded,2
mad just imagine eating breakfast sandwich chewing pull piece mouth just happened tried store answering phone mcdonald block street nw washington dc,1
location tends vary quality raining recommend close upstairs seating scarce campers taking store nice isn better place dark feels damp think trying help people eat food unappetizing place eat,2
spent min line partly order numbers announced spanish got given sprite instead mcflurry coffee medium instead large guessing couldn,1
quick service run,4
terrible customer service insane wait times parking lot way cramped people come drive park corner wait,2
tried spicy chicken sandwich good,5
stay away place worst macdonalds visited worker cold touxhing nose times handling food bad customer service worker cash register treating customer reallt bad attitude morning shift manager don care customer complaints management staff need fired,1
just awful remember mcd good food quality actually really suck,1
bad service closing friday,1
ve location times everytime food old fries taste like sitting hours sweet tea coffee like cares quality food served,1
good,4
good location friendly staff lots homeless people restaurant,2
branch good small lousy food new old general branch recommended,2
ya mcdonald went ordered cheeseburger thy come mayonnaise couldn eat disappointed ya,1
young courteous staff,3
neutral,3
worst mcdonalds pretend dont menu pretend dont sizes large south beach deserves better restaurant,1
superb,5
help food wasn fresh,3
late night service horrible minute wait line don curbside,1
good,5
today worse service,1
manager maria truly rude bad service overall ignored customers requests asked refill sprite ignored twice customers amazed attitude,1
good ol micky thing usual really changes thing ve going location quite morning order thing large ice hazelnut med reg coffee fixings added employees know hello basis managers line make eye contact shake head counter cashier ask usual sur say yes blam morning favorites day just great employees location,4
did make coffee right tasted like water,2
place open late week night wait time extremely long,4
quick friendly service,5
late night choice served purpose,1
horrible workers barely speak english pm sudden late night menu select items quarter pounder big mac fish fillet kids meals fries large fries old hispanic manager barely wanted refund stalled stars allowed,1
atmosphere cool unique ordered pasta cheesesteaks wait time forever service definitely slow easter spring break weekend odd got cheesesteaks waited extra minutes fries milkshakes weird frustrating,2
long lines,1
fast fresh food everythin integ bag,5
good mcdonald branch got order right food pretty hot,4
great service smile,5
ok,3
stars sugar free caramel iced coffee star sausage burritos burritos small half normal size little filling cheese inside year sausage burrito mcdonald definitely gone downhill prices higher burrito food money,2
sad review mcdonald slow drive res,3
rate lower omg ambiance place bad stay away,1
disappointing place terrible food worse took family ordered food cold hamburger rolls hard fries cold coming location,1
good,4
went water walking hot day older ladies throw walk pass place strapped carrying blade,1
need shut mc donald sell different management worst service,1
skimped food served,2
staff untrained manager does involved cashier messed order confront employees shocked mistakes,1
ketchup dispenser days row napkin dispenser ask napkins slow service inside,2
excellent,5
thing regret doing looking reviews went drive line food horrible fries soaked grease cold stale nuggets way cooked cold mcd use absolutely resort eating,1
terrible experience wait outside,1
good,4
nice clean people helpful,5
great,5
,3
sadly mistreated time come review mistreatment continues workers need trained customer service,1
excellent,5
terrible customer service card machines didnt work self service people queue pay despite placing order just ridiculous staff miserable barely said hello hola,1
love,5
just average mc donalds special clean bathrooms near lot stores shop fun place visit general guess,4
gbaby place,3
homeless people loitering building makes customers feel uncomfortable,3
slow service,3
went waited hour food waited line people tensions got tight employees starting fighting employee pink hair making huge scene yelling profanity bunch kids caused problems employee frankie stellar guy clocked decided stay help basically ran kitchen manager wasn,1
excellent,5
love fish sawishes,5
disappointed,1
fast customer service,5
ok service slow,3
poor service,2
good food,5
mediocre mcdonald,4
,5
neutral,3
took long time food ready drive,1
terrible chaotic environment employees exposed kind verbal abuse lack dignity walk visitors,1
tl dr poor service frequently gets orders wrong try avoid place specifically hankering mcdonald issue mcdonald matter time day order food delivery service person orders screwed missing items getting sausage egg cheese mcgriddle just cheese fast food options pizza halal nearby probably today finally understood mess communication busy time school just let stood minutes waiting dr pepper watched crew work relative silence pushing food orders tickets speaking worked food service knows quiet kitchen spells trouble loud eventually sister flagged man doing drink orders asked drink just placed row drinks setting indiscriminately dr pepper said yes coke management really needs talk crew working team communication especially busy yes just mcdonald expecting white glove service fast food joint community deserves better getting sure,2
mcdonald right come want fast cheap got hot spicy mcchicken,3
ev rude manager lady rude,1
cool staff make best terrible situations,4
truck parking clean,5
dirty table seats eat atmosphere bad mcdonald app doesn good deals anymore,4
breakfast good,4
just close worst service tourist based mcdonalds know customers time customers live miami beach hate place lack care customer service know corporate management doesn care makes want mcdonalds,1
good,4
excellent,5
nice special mix match dollars,4
excellent,5
busy time loud fast service upstairs usually quiet good lunch break,3
clean modern efficient service right door hotel stayed great breakfast touristy ones drive imo best,5
freaking start maybe big mac double quarter pounder large fry oops yes forgot cheese cold money starve,1
fresh food good polite service,4
fast food burger quarter pound deluxe actually pretty good like yard grilling decent,3
good,5
ordered food just urber eat ask tomatoes ketchup packs workers forgot add unprofessional don care customers hope future workers improve don understa,1
kinda ghetto use drive unsavory crowd hangs inside outside lots homeless asking handouts near drive window,3
quick stop mcdonald fast service friendly,5
rude cashiers waited lmost mns drive make lanes waste time,1
food prepares using cell phone placed table prepare food wrapping paper,1
horrible bad service waited long drive missing order,1
excellent,5
says closes employees say closed day deliver wrong order deliver ask worst restaurant ve,1
bad service bad taste wouldn,2
best thing mac donald wandering ny use bathrooms coffee good price,3
place spacious cool run trip good place rest clean bathrooms variety food gas station,4
big fan fast food joints absolutely opposed filth restaurant filth experienced mcdonald staff waited nice accommodating quick food adequate restaurant sugar creamer packs laying reason place throw away advising avoid mcdonald,2
excellent,5
quik stop lunch hour rush ans fast great sevice freshly cooked fries bomb oreo shake,5
good place quick lunch snacks things choose,4
pretty decent machines ordering usually broken pretty sure ice cream machine broken point couldn order ice cream related products decent experience probably area,4
excellent customer service,5
excellent,5
slowwww,1
got raw meat burger cooked outside inside cooked raw meat unfit eat sick don prefer body eat kill uncooked meat burgers,1
good breakfast,4
food nice fresh couple workers rude customers staff isn good,3
good,4
got order right,5
decent breakfast,5
good,4
good mcdonald usually connect travelwise gas station covid longer connected additionally dining food drive drive order correct usually special order pickles correct,4
good,4
lot mosquitoes place clean kind comfortable smell don like,1
waited drive said don new orders step inside figure,1
excellent,5
took little long drive understand going epidemic,5
doesn matter nuggets fight sauce annoying,1
food ok good kids dirty lot weird homeles people better avoid try subway door,2
nice,5
consistent mcdonald,5
service awful order wrong,2
food good hot served fast drive thur,3
manager stops doing uber eats wasted time gas wont getting don eats ll disappointed,1
great service,5
wanted stomach granddaughter happy meal,2
appears clean run consistent,3
favorite place fair prices good food best crew,5
good,4
busy drive cars lined literally building pick windows way restaurant facing international drive informed window food items ordered asked order big order bag food hot fresh,3
polite employees excellent service managed,5
mcdonald right ve stopped counting times messed order slice cheese missing sandwich overflowing sauce specifically ask little bit,1
hating,1
long lines short staffed good tried bacon cheese fries instantly wished limited time,3
excellent,5
kool,5
fast convenient,5
great fast food,3
food ok service stars rudeness started manager continued staff bothered asked extra napkin bother respond bathroom apparently order customers working just fine staff kept using,1
manager called gabriel herases customers end finally said time went drive looked cheeks red smerk face reached destination gabriel took bite triple cheese burger couldn believe low life mcdonald straw better places buy hamburger pacific beach garnet,1
great service smile,5
busy location great customer service despite rude customers,5
fun received wrong order wait correction,1
loving,5
daughter got locked bathroom,3
neutral,3
come just check ice cream cake cheesecake pizza pasta arcade prizes huge play area food didn come curious fries drink cup come minutes pasta pizza lol pasta alfredo sauce bland great pizza delicious pretty chaotic loud overall clean workers constantly moving,3
fast accurate service,5
alway took long serve food come come like ice cold focus food qualities,3
like dollar choice,3
poor,2
best mcdonald say world biggest mcd,5
yaaaaaaaaa,5
breakfast couple times tons homeless people guys dancing like crazy pretty entertaining,2
seriously deal able brew fresh sweet tea sad check drinks leave drive time week bad tea location like just leave work new send hubby drink run morning constantly forgets taste test leaves,1
service great,5
neutral,3
worst mcdonalds slowest service rude cashier,1
love mcdonalds,5
lincoln road washington late dinner food correctly prepared served hot place packed took mins food review helpful like view,3
just ole standby snack dbl cheeseburger small fries small coke high school lunch,4
good,4
polite servers fast service,5
excellent,5
good breakfast,5
worst customer experience ve period night manager read order extremely quick thinking mistake repeated cut told rude line wouldn food continued tell night better left line night bad told just wanted make sure got order right said didn care told line craziest thing,1
wish stars slow poor service food cold,1
